,ic50,smiles,MaxAbsPartialCharge,MaxAbsEStateIndex,MinPartialCharge,NumValenceElectrons,MaxPartialCharge,MinAbsPartialCharge,MinEStateIndex,ExactMolWt,MaxEStateIndex,MinAbsEStateIndex,HeavyAtomMolWt,MolWt,NumRadicalElectrons,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1097,1440.0,CC/C(=C(/c1ccc(OCC(=O)O)cc1)c1cccc(O)c1)c1ccccc1,0.5079438924817687,10.693628915479426,-0.5079438924817687,142.0,0.3412221183491354,0.3412221183491354,-1.0122509295935862,374.151809184,10.693628915479426,0.20826520114218572,352.2600000000001,374.43600000000004,0.0,2.1145868858358385,973.0016916306536,19.932510652501765,15.630690833765877,15.630690833765877,13.57971869811898,9.111768595546526,9.111768595546526,6.330251605815405,6.330251605815405,4.417712434884831,4.417712434884831,3.204021023713559,3.204021023713559,-3.5299999999999985,2321301.141527961,19.237660932699402,8.909384617651721,4.596515170913442,163.90917601976307,14.94991774348146,11.49902366656781,6.606881964512918,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,61.52104081584511,58.522853432001966,0.0,0.0,19.74445492755328,17.115514348090386,0.0,0.0,0.0,13.344558822616634,6.606881964512918,95.55312636509196,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,22.789242042146178,4.794537184071822,0.0,30.034913297707618,78.86277189000094,0.0,11.146209060138535,0.0,66.76,5.969305287951849,9.901064578912528,0.0,12.356393797796823,5.749511833283905,34.25738515815553,0.0,24.26546827384644,42.46456947923127,19.056471336613843,9.843390348640755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.83333333333333,0.125,28,2,4,0,0,0,3,0,3,3,2,4,7,0,0,0,3,5.224700000000005,110.32860000000002,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,57.4,CCN(CC)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,0.5079128907895387,9.942067136016597,-0.5079128907895387,164.0,0.11888203389329058,0.11888203389329058,0.3137421795391464,444.18714913599996,9.942067136016597,0.3137421795391464,416.3760000000002,444.6000000000002,0.0,1.449311390537879,1363.7433067173695,22.07877502244374,18.544524234446225,19.36102081537395,15.673366393245594,11.241297326522396,12.05779390745012,8.082844470104815,9.135043311428051,6.191511119024157,7.366575168428509,4.4140056608980744,5.68765455191936,-3.0199999999999987,36056497.52525489,20.858952677643174,8.847307327754494,3.827135676457204,191.8151935514702,19.310399727282586,18.105905631080727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336785877934737,44.179309741689295,55.0511667142918,28.561881157223844,15.733321351701624,9.843390348640755,42.54247557503505,0.0,9.467009378641833,0.0,20.392230805293824,26.241151182250643,72.29348924477472,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,11.336785877934737,40.814687955733184,6.544756405912575,0.0,19.410925891078243,66.73003775307771,0.0,31.20568969710032,0.0,37.629999999999995,0.0,5.106527394840706,0.0,0.0,12.356393797796823,36.62845737340331,32.069221272328214,17.403152946396347,12.13273413692322,71.84542032571596,4.736862953800049,0.0,1.749336917304297,0.0,0.0,0.0,0.0,0.0,0.0,2.39958823769024,59.684408178338806,0.25925925925925924,32,1,4,0,0,0,3,2,5,5,1,5,8,0,0,0,5,6.483700000000007,135.31879999999998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1109,7.4,Oc1ccc2c(c1)S[C@H](Cc1ccccc1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,0.5079197921470586,9.945934812740049,-0.5079197921470586,172.0,0.13625155953002957,0.13625155953002957,-0.07439915305220146,461.202464852,9.945934812740049,0.07439915305220146,430.37900000000025,461.6270000000004,0.0,1.2859906271947874,1034.7679580664117,22.45960838999722,18.858930080538652,19.675426661466375,16.24231607846689,11.898637015148879,12.778289826403771,8.835313477988164,10.116341004320367,6.410516730042825,7.700096188877742,4.630906008349443,5.99023914411582,-2.6299999999999994,55814691.88724195,22.17653144861381,10.534546601525221,5.655904310595671,200.0876182753111,14.580253302440804,29.959383852112936,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,11.761884949391115,48.88539110215728,73.81071600630523,6.544756405912575,10.14542150549995,14.580253302440804,11.761884949391115,0.0,4.899909730850478,0.0,41.93267438495229,26.241151182250643,83.92330780493333,0.0,17.248535499851716,9.473725907600098,0.0,17.248535499851716,11.761884949391115,41.497526337924,6.4208216229260096,0.0,36.49333423992032,77.6918882970571,0.0,0.0,0.0,41.93000000000001,0.0,5.106527394840706,0.0,17.10341625101438,0.0,41.530418627134075,37.91542917230017,23.894619086314336,12.13273413692322,53.430846278543356,9.473725907600098,0.0,1.781045306353817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.71895469364618,0.35714285714285715,33,1,4,0,2,2,3,0,3,5,1,5,7,0,1,1,5,6.0940000000000065,133.49479999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1110,16.0,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,0.5079666337506689,13.317706170059306,-0.5079666337506689,184.0,0.25013679413893497,0.25013679413893497,-2.536154225527374,499.162885784,13.317706170059306,0.08898321689908606,472.3630000000002,499.57900000000035,0.0,1.2771799162954272,1146.8477786993774,24.415638315627202,19.07050879049434,19.887005371422067,16.86010646217639,11.644872123155269,12.524524934410163,8.914562749459083,10.097959202853472,6.404213998728643,7.75047678140389,4.383164479637693,5.7073403647370755,-2.9699999999999993,92923892.31537984,23.757020125163223,9.950598102348252,5.6503442122198,206.84798071896287,19.68678069728151,35.70889568539684,0.0,0.0,5.922529168094576,0.0,4.899909730850478,8.78083009534964,0.0,11.761884949391115,24.26546827384644,53.59147246262526,32.475912463589744,10.14542150549995,28.46761079263115,11.761884949391115,0.0,4.899909730850478,0.0,35.01356030719485,26.241151182250643,77.85694073647171,0.0,22.99804733313562,9.473725907600098,8.78083009534964,22.99804733313562,11.761884949391115,47.27664487087711,0.0,0.0,35.322450646976485,71.62552122859549,0.0,0.0,0.0,62.160000000000004,5.922529168094576,18.99388488503105,0.0,35.6945713301503,37.740174848818455,16.022386458911765,0.0,42.093720291699164,41.29811214162014,0.0,9.473725907600098,0.0,1.6099937190522298,0.0,0.0,0.0,0.0,0.0,0.0,26.635412340118613,57.17126060749582,0.3333333333333333,35,2,5,0,2,2,3,0,3,6,2,8,6,0,1,1,5,6.174800000000006,130.7386,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1111,877.0,N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,0.5064983666981482,13.51737684426898,-0.5064983666981482,110.0,0.16491695574569537,0.16491695574569537,-0.7439596193415634,304.064805748,13.51737684426898,0.08558951667086645,295.208,304.28000000000003,0.0,2.307686962010398,1029.8417494471203,16.560113453385565,11.708270739336442,11.708270739336442,11.045243855508332,6.636827440119327,6.636827440119327,4.968413625375927,4.968413625375927,3.629543883044722,3.629543883044722,2.4857316553327324,2.4857316553327324,-3.569999999999999,180651.07145641083,14.37073989716598,5.323854920710173,2.307826175072941,130.43920835634512,10.213054789681411,17.382184637773175,11.5667326743298,0.0,0.0,0.0,0.0,4.39041504767482,10.523783109476973,0.0,18.19910120538483,35.392371257240434,10.772448428929591,11.63267280448927,14.603469837356231,10.772448428929591,10.523783109476973,0.0,0.0,0.0,0.0,59.40869330367116,0.0,34.76436927554635,0.0,4.39041504767482,11.49902366656781,0.0,10.213054789681411,0.0,28.479446576107414,11.126902983393991,42.46456947923127,0.0,21.899351412323583,0.0,88.04,11.5667326743298,19.86536139209472,0.0,16.876414816677897,21.899351412323583,0.0,18.19910120538483,24.26546827384644,12.138442625584547,0.0,5.261891554738487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51737684426898,52.48262315573102,0.0,23,2,4,0,0,0,3,0,3,4,2,5,1,0,0,0,3,3.800460000000001,82.10159999999999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,46.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](Sc4ccc(/C=C/C(=O)O)cc4)[C@H]3[C@@H]1CC[C@@H]2O,0.5079560264635874,10.813547511783858,-0.5079560264635874,168.0,0.3278211847235404,0.3278211847235404,-0.9465597028399155,450.1864804399999,10.813547511783858,0.00011564301897237783,420.36000000000024,450.6000000000002,0.0,1.4659629483728018,1046.1219183702701,22.457454678884098,18.2765750420151,19.093071622942826,15.347192341093745,11.525573062214402,12.405225873469298,9.912128437579188,11.22473407907497,8.244991022437253,9.573007853737712,6.65206874030562,8.094254888331987,-2.2399999999999993,22364015.041698065,21.597615956514908,8.27254750853422,3.7549685093604523,192.92286593073518,15.319582184522117,5.749511833283905,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,11.761884949391115,25.122838405075452,102.30465957828233,16.22144161233383,6.103966387748303,20.11411936859394,23.807210344176845,0.0,0.0,17.250802561719567,61.19513925373033,0.0,65.23094406115614,0.0,5.749511833283905,0.0,0.0,5.749511833283905,11.761884949391115,32.642791890204435,11.21535880699783,17.250802561719567,55.21528421264705,53.436073061582924,0.0,6.076020106833881,0.0,77.76,5.969305287951849,15.007591973753234,0.0,11.518956857145081,28.75316800175026,43.743579713160926,16.022386458911768,6.076020106833881,36.027353223237554,25.122838405075452,5.106527394840706,0.0,1.8979607846224906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.35203921537752,0.4444444444444444,32,3,4,3,0,3,2,0,2,4,3,5,4,2,0,2,5,5.4778000000000056,126.87040000000006,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1113,4.56,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,0.49226405413092245,6.874315464636519,-0.49226405413092245,150.0,0.11890334730404349,0.11890334730404349,0.68767845415723,405.185942196,6.874315464636519,0.68767845415723,377.7450000000002,405.96900000000005,0.0,1.8578317330150196,900.4579562850508,20.47648072687178,17.144757252374003,17.90068619839246,14.22387665046241,10.187412786846805,10.565377259856033,6.82075487462675,7.198719347635977,5.02285310205257,5.430053228793177,3.3040068430665164,3.648212890972251,-2.549999999999999,4792563.26155184,21.165898455959802,10.847804995000011,5.723225909677843,178.95217054120553,9.636772684650527,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.24481911115312,41.912601423839355,12.117860935981842,5.032286352113597,4.736862953800049,22.206330772415377,0.0,4.899909730850478,0.0,13.847474399381248,26.241151182250643,101.61949343355357,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,31.141060913101125,0.0,0.0,30.537828874472233,84.92913895846256,0.0,10.605390882182864,0.0,12.47,0.0,0.0,0.0,0.0,6.606881964512918,52.67952640829547,0.0,0.0,60.6636706846161,43.01285240407817,16.337802844032566,0.0,6.874315464636519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.73679564647459,0.23076923076923078,29,0,2,0,0,0,3,0,3,2,0,3,9,0,0,0,3,6.562600000000006,124.37800000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,1.2,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,0.5079666337506689,9.97830295381687,-0.5079666337506689,194.0,0.14000539424558023,0.14000539424558023,-0.21120950260293614,517.2286796,9.97830295381687,0.02413816776832256,482.41100000000034,517.6910000000006,0.0,1.1055037682669326,1196.882584302438,25.244065440373387,21.143006969222075,21.959503550149797,18.067213243362936,13.474014431332588,14.35366724258748,10.765718475392209,11.949114928786596,8.397569869279053,9.7438326519543,6.1553613947088275,7.47953727980821,-2.8299999999999996,500263225.2275704,24.50353705420146,10.502947845050844,5.411554985585813,222.97084721716763,19.68678069728151,35.70889568539684,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,11.761884949391115,37.107111519698464,97.77926223555124,6.544756405912575,10.14542150549995,19.68678069728151,11.761884949391115,0.0,4.899909730850478,5.41499046939678,54.77431763080432,26.241151182250643,77.85694073647171,0.0,22.99804733313562,9.473725907600098,0.0,22.99804733313562,11.761884949391115,41.35411570278253,0.0,5.41499046939678,61.00573713868053,71.62552122859549,0.0,0.0,0.0,62.160000000000004,0.0,10.213054789681411,0.0,22.852928084298284,12.021872433909698,34.06616653139215,51.61444254938122,36.027353223237554,30.33183534230805,17.032643867773697,9.473725907600098,0.0,1.6703756634966742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74629100317,0.41935483870967744,37,2,5,1,2,3,3,0,3,6,2,6,6,1,1,2,6,7.099900000000007,146.6925999999998,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1115,174.0,COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,0.5079435247000661,9.510037340438675,-0.5079435247000661,100.0,0.1298683500751895,0.1298683500751895,0.1771402651714702,266.09429430800003,9.510037340438675,0.1771402651714702,252.18399999999994,266.296,0.0,2.1697014064787825,778.2871696824095,14.11251969619286,10.998827904170414,10.998827904170414,9.669035095596021,6.273687646333509,6.273687646333509,4.63081926844219,4.63081926844219,3.31993938922531,3.31993938922531,2.3190581726175443,2.3190581726175443,-2.6799999999999993,46921.14015098914,12.358733073569692,4.775855597050656,2.1394089112233647,116.23711670559172,14.94991774348146,17.248535499851716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,46.66773526293464,11.629818560158606,7.109797541277533,14.94991774348146,10.772448428929591,0.0,0.0,0.0,0.0,7.109797541277533,54.59730361615449,0.0,28.375438483245706,4.736862953800049,0.0,17.248535499851716,0.0,17.322852330958945,0.0,0.0,0.0,54.59730361615449,0.0,21.899351412323583,0.0,49.69,0.0,10.213054789681411,0.0,11.49902366656781,5.749511833283905,21.899351412323583,0.0,31.37526581512397,30.33183534230805,0.0,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.16666666666667,0.058823529411764705,20,2,3,0,0,0,3,0,3,3,2,3,2,0,0,0,3,3.9266000000000014,79.26560000000002,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,283.0,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(Br)c2c1,0.5079408559541119,13.409679317721121,-0.5079408559541119,100.0,0.1649738230725111,0.1649738230725111,-0.6886800831443687,332.98006884800003,13.409679317721121,0.15595173111587313,325.072,334.14400000000006,0.0,2.2146377756309414,820.3228415653358,14.27565640300939,10.13902161684571,11.725018155960415,9.541713895658193,5.82580967662394,6.618807946181292,4.3569617541773455,5.211298653351866,2.9852311965748597,3.641318528360043,1.986751907671742,2.521165769192686,-2.1399999999999997,40154.99951875683,12.871765135404022,4.756465263886079,2.2042772231661796,122.01136035120233,10.213054789681411,5.749511833283905,11.5667326743298,0.0,0.0,0.0,0.0,9.374393568622029,0.0,0.0,15.929943897949348,42.46456947923127,15.422395221994204,11.210628712464722,14.603469837356231,26.832868830030407,0.0,4.9839785209472085,0.0,0.0,0.0,52.754509836109584,0.0,22.756403153113265,0.0,4.39041504767482,11.49902366656781,15.929943897949348,15.19703331062862,0.0,5.817220841045895,0.0,46.93728899506369,0.0,22.160304418626513,0.0,53.35000000000001,11.5667326743298,14.603469837356231,0.0,5.749511833283905,16.774080204161717,9.85894373029721,12.13273413692322,30.33183534230805,0.0,20.913922418896558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16142298741122,35.50400541079991,0.0,20,2,3,0,0,0,2,1,3,3,2,5,1,0,0,0,3,4.214600000000001,78.1666,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1119,0.8,C[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.5079666337506689,9.930703584183764,-0.5079666337506689,172.0,0.14000539424558023,0.14000539424558023,-0.21195811465337133,463.18172940799997,9.930703584183764,0.024701321822985678,434.36700000000025,463.59900000000016,0.0,1.3346815201705955,1086.2804233093527,22.785881803630286,18.684823332478967,19.501319913406693,16.06368328351281,11.487370552343307,12.367023363598204,8.74418956386,9.92758601725438,6.478192564215665,7.824455346890913,4.592476171426205,5.916652056525598,-2.8299999999999987,52739325.144723415,21.98660685537521,9.57435897273632,4.918055627390663,198.5169099131104,19.68678069728151,35.70889568539684,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,11.761884949391115,24.26546827384644,79.90160931408049,12.586597235060536,10.14542150549995,19.68678069728151,11.761884949391115,0.0,4.899909730850478,0.0,42.05660916793886,19.696394776338067,77.85694073647171,0.0,22.99804733313562,9.473725907600098,0.0,22.99804733313562,11.761884949391115,40.851200126017915,0.0,0.0,42.24618784666711,71.62552122859549,0.0,0.0,0.0,62.16000000000001,0.0,10.213054789681411,0.0,22.852928084298288,12.648722793660879,40.61092293730472,12.841643245852019,36.027353223237554,30.33183534230805,23.95638106746432,9.473725907600098,0.0,1.662003557504376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.33799644249562,0.3333333333333333,33,2,5,0,2,2,3,0,3,6,2,6,6,0,1,1,5,5.928000000000007,130.3866,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1122,30.0,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,0.507820173936206,9.889769935752078,-0.507820173936206,96.0,0.17070293454158442,0.17070293454158442,-0.10743055555555525,320.963669836,9.889769935752078,0.06324546485260707,314.05000000000007,322.11400000000003,0.0,2.275001678369841,781.6544194709156,13.568549621822843,9.461818491421052,11.047815030535757,9.058550648063802,5.362842168663354,6.155840438220706,4.032412067284835,4.886748966459355,2.7758626071700045,3.411020175242844,1.8609059087335311,2.2042842320304143,-2.21,29510.022213562206,11.856633509325924,4.1671117605407195,1.89654339403507,115.38574427031827,19.842677121495466,22.942463494700174,5.583020141642242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.156663257125445,34.12904510333418,17.696185628620217,9.85894373029721,19.842677121495466,26.899188254056384,0.0,5.156663257125445,0.0,0.0,0.0,34.80455485814046,0.0,28.50591498639717,0.0,0.0,17.248535499851716,15.929943897949348,20.476245441647563,0.0,0.0,0.0,39.327649795113814,0.0,22.226623842652494,0.0,86.72,0.0,15.319582184522117,0.0,17.248535499851716,26.69934335848491,0.0,18.19910120538483,12.13273413692322,0.0,21.086607155074795,4.523094936973348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.550490389056858,41.85088970773495,0.0,19,3,5,0,0,0,2,1,3,5,3,6,1,0,0,0,3,3.3741000000000003,72.13940000000001,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,49.0,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,0.5079435187496834,9.592079259057975,-0.5079435187496834,102.0,0.17070082762732292,0.17070082762732292,0.14633522401920684,277.07389321200003,9.592079259057975,0.14633522401920684,266.191,277.27900000000005,0.0,2.0432136189528385,972.2691367730685,14.396976746569035,10.946041499670372,10.946041499670372,10.220346690612278,6.527603403598388,6.527603403598388,4.922655295894429,4.922655295894429,3.574712077628758,3.574712077628758,2.5980102039659076,2.5980102039659076,-3.0099999999999993,126034.61441912063,11.786722094347885,4.24484489770512,1.8049693243296088,119.40562744421612,14.73614972665476,17.19295166141627,5.583020141642242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.422131530971885,35.03791670277603,17.0160427746234,0.0,14.73614972665476,21.74169278503663,0.0,5.156663257125445,0.0,0.0,0.0,54.59730361615449,0.0,22.756403153113265,0.0,0.0,11.49902366656781,0.0,15.369718046806858,0.0,0.0,0.0,59.120398553127835,0.0,32.99907227158209,0.0,66.49000000000001,0.0,10.213054789681411,0.0,11.49902366656781,5.583020141642242,27.416052129939846,0.0,30.33183534230805,24.26546827384644,5.156663257125445,4.523094936973348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297535037163013,44.53579829617033,0.0,21,2,4,0,0,0,3,1,4,4,2,4,1,0,0,0,4,4.059200000000002,80.2806,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
