,ic50,smiles,MaxAbsPartialCharge,MaxAbsEStateIndex,MinPartialCharge,NumValenceElectrons,MaxPartialCharge,MinAbsPartialCharge,MinEStateIndex,ExactMolWt,MaxEStateIndex,MinAbsEStateIndex,HeavyAtomMolWt,MolWt,NumRadicalElectrons,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
116,1.4,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(CCCN3CCCCC3)cc2)cc1,0.5079666337506689,9.943989489845048,-0.5079666337506689,172.0,0.1400012423999842,0.1400012423999842,-0.15371699129861183,461.20246485200005,9.943989489845048,0.018381030575051804,430.37900000000025,461.6270000000004,0.0,1.323511061030737,1061.5055316392113,22.62274509681375,18.820545116385123,19.637041697312846,16.152999680989847,11.920554979726024,12.800207790980918,9.046909574117764,10.23030602751215,6.628486481000271,7.974749263675519,4.796834201424834,6.121010086524215,-2.6299999999999994,50437713.71310652,22.17653144861381,10.103467372929769,5.30990221158365,199.76830679800014,19.84982747433194,23.35250188760002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,42.81902403369567,92.33974552684082,0.0,10.14542150549995,14.94991774348146,11.761884949391115,0.0,4.899909730850478,0.0,48.353496007878306,19.634269217737724,83.42039222816872,0.0,17.248535499851716,4.736862953800049,0.0,17.248535499851716,11.761884949391115,34.747233738269614,6.4208216229260096,0.0,53.72754538452551,71.62552122859549,0.0,0.0,0.0,52.93,0.0,10.213054789681411,0.0,22.852928084298284,0.0,28.19271991512168,50.881007201138765,36.027353223237554,18.19910120538483,29.16537800469692,4.736862953800049,0.0,1.6947830236629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9718836430037,0.35714285714285715,33,2,4,0,2,2,3,0,3,5,2,5,6,0,1,1,5,6.483400000000006,133.23459999999997,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,6700.0,CC(C)CCc1cc(NCc2cccc3ccccc23)nc(NCC(C)C)n1,0.36579839852058943,4.720030388315922,-0.36579839852058943,148.0,0.22437285074368962,0.22437285074368962,0.550937532236164,376.26269702400003,4.720030388315922,0.550937532236164,344.2920000000001,376.5480000000001,0.0,1.7830221468486616,866.5006662135876,19.932510652501772,17.496357007642366,17.496357007642366,13.508040390846983,10.333255885294784,10.333255885294784,8.267224392447192,8.267224392447192,4.765338564984534,4.765338564984534,3.159568341115048,3.159568341115048,-2.62,2031551.4284655028,20.122972455408043,9.537710165663704,5.686377505384721,168.3586033303714,10.633577208012662,5.817862777835028,0.0,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,70.15951827799375,41.01335525880139,24.849807875135223,0.0,0.0,22.538650487751116,0.0,9.967957041894417,11.835812092322787,47.08134845052709,17.178333613925236,59.788316034238335,0.0,0.0,10.633577208012662,11.766202058821523,0.0,0.0,16.51271344780699,12.965578028838586,11.835812092322787,45.373149908233955,48.53093654769288,0.0,10.772448428929591,0.0,49.84,0.0,0.0,0.0,0.0,11.835812092322787,43.39128611134715,16.335899920626588,0.0,0.0,86.85946255446804,9.967957041894417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66666666666666,0.4166666666666667,28,2,4,0,0,0,2,1,3,4,2,4,9,0,0,0,3,5.898400000000005,119.79340000000008,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,9500.0,CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1,0.369585661395133,4.574204931972789,-0.369585661395133,130.0,0.2261183274863086,0.2261183274863086,0.5431548890089652,327.24229592800003,4.574204931972789,0.5431548890089652,298.244,327.4760000000001,0.0,2.0808946475588814,580.159141651463,17.363596551749424,15.134549688076568,15.134549688076568,11.524877143252587,8.672572282771826,8.672572282771826,6.850679316427921,6.850679316427921,3.402453047160712,3.402453047160712,2.100001530563581,2.100001530563581,-2.3000000000000003,223575.81941923432,18.0446602883813,9.107305377002346,6.442492682060057,144.86185886784764,15.950365812018994,11.635725555670057,0.0,5.948339280986494,0.0,0.0,0.0,0.0,9.967957041894417,0.0,58.026784141070536,17.399263584019785,25.700636286199337,0.0,0.0,17.58406483665655,0.0,9.967957041894417,11.835812092322787,34.239705204675076,29.039878623844142,41.96165390246666,0.0,0.0,15.950365812018994,17.58406483665655,0.0,0.0,23.057469853719567,6.544756405912575,11.835812092322787,33.25840029045949,36.39820241076966,0.0,0.0,0.0,61.870000000000005,0.0,0.0,0.0,0.0,17.784151373309278,31.269994773407785,5.563451491696996,0.0,24.26546827384644,65.74600578959912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33333333333333,0.47368421052631576,24,3,5,0,0,0,1,1,2,5,3,5,9,0,0,0,2,4.224500000000003,102.45610000000006,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1800.0,CC(C)CCc1cc(NCC(C)C)nc(NCc2ccccc2)n1,0.36964322909451686,4.6853160430839,-0.36964322909451686,130.0,0.22463370487511788,0.22463370487511788,0.5831548890089651,326.24704696000003,4.6853160430839,0.5831548890089651,296.24800000000005,326.488,0.0,2.0808946475588814,578.0408429835807,17.363596551749424,15.341656469263116,15.341656469263116,11.524877143252587,8.922572282771826,8.922572282771826,7.114550672562119,7.114550672562119,3.741901003654113,3.741901003654113,2.3174051830659765,2.3174051830659765,-2.0999999999999996,223575.81941923432,18.241717358555324,9.257848346215367,6.567270258035309,145.67693879863614,10.633577208012662,5.817862777835028,0.0,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,58.02678414107054,30.240906829871797,24.849807875135223,0.0,0.0,11.766202058821523,0.0,9.967957041894417,11.835812092322787,47.08134845052708,17.178333613925236,47.655581897315116,0.0,0.0,10.633577208012662,11.766202058821523,0.0,0.0,16.51271344780699,12.965578028838586,11.835812092322787,45.373149908233955,36.39820241076966,0.0,0.0,0.0,49.84,0.0,0.0,0.0,0.0,17.78415137330928,37.44294683036066,5.563451491696996,0.0,18.19910120538483,66.4955842540544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.333333333333336,0.5,24,2,4,0,0,0,1,1,2,4,2,4,9,0,0,0,2,4.745200000000003,102.28740000000005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,7300.0,CCc1cc(NCC(C)C)nc(NCC(C)C)n1,0.36964323123169335,4.491944444444444,-0.36964323123169335,102.0,0.2243725395295052,0.2243725395295052,0.5888480253212394,250.21574683199998,4.491944444444444,0.5888480253212394,224.18199999999996,250.39,0.0,2.736108729303166,330.56166604422583,13.543605595440512,12.247798342128437,12.247798342128437,8.507239053047545,6.865442070842141,6.865442070842141,5.471177818842388,5.471177818842388,2.5012834373571264,2.5012834373571264,1.4523260463908518,1.4523260463908518,-1.32,8228.339762380543,14.739952038369305,7.189184243133944,5.340871756109851,110.61984459257212,10.633577208012662,5.817862777835028,0.0,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,34.61868599845312,18.256633715248796,24.849807875135223,0.0,0.0,11.766202058821523,0.0,9.967957041894417,11.835812092322787,41.03950762137913,23.723090019837812,11.760295063310071,0.0,0.0,10.633577208012662,11.766202058821523,0.0,0.0,23.057469853719567,6.4208216229260096,11.835812092322787,40.31261399330158,6.06636706846161,0.0,0.0,0.0,49.84,0.0,0.0,0.0,0.0,11.835812092322787,36.97046448842114,0.0,0.0,6.06636706846161,55.2202202483602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.16666666666666,0.7142857142857143,18,2,4,0,0,0,0,1,1,4,2,4,7,0,0,0,1,3.174800000000002,78.06540000000004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4400.0,CC(C)CNc1nc(CCc2cccc3ccccc23)cc(N(C)CC(C)C)n1,0.35925183580017483,4.813159643487024,-0.35925183580017483,154.0,0.2243796994626256,0.2243796994626256,0.55072494720215,390.27834708800003,4.813159643487024,0.55072494720215,356.3030000000001,390.57500000000016,0.0,1.8295307952611093,927.7596020770837,20.80275414050485,18.443570603142323,18.443570603142323,13.918723993369943,10.716750653968285,10.716750653968285,8.728476978570582,8.728476978570582,4.994616619445178,4.994616619445178,3.595672149607737,3.595672149607737,-2.6199999999999997,2991049.8474743045,21.097609250477134,9.727642393101192,5.9271907410689195,174.93351693136339,10.216698334856808,5.817862777835028,0.0,5.948339280986494,0.0,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,70.15951827799375,41.01335525880139,31.897479857812414,0.0,0.0,22.538650487751113,0.0,9.967957041894417,11.835812092322787,40.53659204461451,30.35388312935915,59.788316034238335,0.0,0.0,10.216698334856808,11.766202058821523,0.0,0.0,30.105141836396758,12.841643245852019,11.835812092322787,38.952328285307956,48.53093654769288,0.0,10.772448428929591,0.0,41.050000000000004,0.0,0.0,0.0,0.0,11.835812092322787,43.39128611134715,16.335899920626588,0.0,0.0,93.49025566398937,9.967957041894417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.16666666666666,0.44,29,1,4,0,0,0,2,1,3,4,1,4,9,0,0,0,3,5.575100000000005,124.82370000000009,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,26539.63,Cc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)CC(=O)N2)c(C)c1,0.4686700862362618,12.548618118543715,-0.4686700862362618,132.0,0.22538767039315208,0.22538767039315208,-0.4143860906009176,366.103813436,12.548618118543715,0.03549920739900858,348.2980000000001,366.4420000000002,0.0,1.813072991730498,923.0280939424449,18.681433796945207,14.535872204055888,15.352368784983614,12.490402300641938,8.200561787482135,9.186160347135624,6.20513573682827,7.190734296481758,4.272551258458364,5.289727933275436,3.0075391977849044,3.9678820266490145,-2.78,937238.9856232464,18.024372748992057,7.626722096178303,3.731240734219508,155.62540963841997,9.733939541059678,5.760247418874442,5.783244946364939,5.907179729351506,0.0,0.0,9.589074368143644,0.0,5.261891554738487,0.0,35.52443764647294,31.54366002800146,11.984273114623004,34.60531978828539,14.006225305196992,23.45230962510756,5.261891554738487,5.316788604006331,0.0,26.18620206846865,5.752853606746789,69.64777605885841,0.0,6.069221312792274,5.316788604006331,0.0,0.0,11.761884949391115,17.443278282463233,4.794537184071822,25.178587266912007,39.58386674712466,51.614325101946335,0.0,0.0,0.0,83.1,5.917906046161393,14.850965922882128,0.0,23.864099905389242,21.92587473751732,11.126902983393991,18.025047945030174,12.13273413692322,32.046575604766076,11.386009916798605,4.417150937053347,0.0,1.1846426209372636,0.0,0.0,0.0,0.0,0.0,0.0,5.3820814800959305,57.433275898966805,0.25,26,1,5,0,1,1,1,1,2,5,1,6,5,0,0,0,3,3.851220000000003,99.55220000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,25862.97,NC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCCCC2,0.3654962811727064,12.25251212522046,-0.3654962811727064,116.0,0.2658459155267408,0.2658459155267408,-0.44485827664399014,334.080969816,12.25251212522046,0.17433153817082392,316.3220000000001,334.46600000000024,0.0,1.9419229116020427,689.3193012047573,15.526733258565956,12.185034925733245,13.818028087588697,10.66470379794645,7.4574467035980145,9.153596095780633,5.417805841560722,7.470671750082134,3.8897335642119892,5.965597019225091,2.840619545785178,4.749273260663868,-1.6599999999999997,150933.93316105424,15.243951225024826,6.623036494971063,3.076067138973721,136.89572670873594,11.050456081168516,5.001081976687867,0.0,0.0,11.814359458703011,0.0,9.589074368143644,0.0,0.0,22.673571755869474,18.90801031431363,42.69316782232856,4.8771471937013,10.440598685398296,9.589074368143644,39.489013191260355,0.0,0.0,5.733667477162185,38.524929737556064,5.316788604006331,38.39399427818572,0.0,0.0,11.050456081168516,5.001081976687867,0.0,22.673571755869474,11.814359458703011,12.841643245852019,0.0,56.15355823064428,17.512796907389134,0.0,0.0,0.0,72.19,5.907179729351506,9.589074368143644,0.0,5.907179729351506,15.441680662086162,31.246737983401033,40.39236219542279,6.06636706846161,11.446429838927525,5.316788604006331,5.733667477162185,0.0,2.8927892206265216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.94054411270682,0.375,22,3,4,1,0,1,0,2,2,4,2,6,3,0,0,0,3,3.8198000000000025,90.98510000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
124,26285.52,Fc1ccc(-c2nnc(-n3nnc4ccccc43)c3ccccc23)cc1,0.207011748587068,13.260041669099557,-0.207011748587068,124.0,0.18546027383167238,0.18546027383167238,-0.2808146234621145,341.10767360399996,13.260041669099557,0.2808146234621145,329.2530000000001,341.34900000000005,0.0,1.7869003622243353,1244.2678123334028,17.509860921691395,13.54223568078453,13.54223568078453,12.809663088089318,8.13308396867968,8.13308396867968,5.914650855173494,5.914650855173494,4.337908983824669,4.337908983824669,3.0925106814492227,3.0925106814492227,-3.6699999999999986,2318301.5377774616,14.654422745633044,5.699250157529932,2.232631941927627,147.27754053463153,0.0,17.02784955351062,5.817862777835028,0.0,0.0,0.0,0.0,4.39041504767482,4.681802935145185,15.296045424903113,41.61158750642453,36.39820241076966,16.335899920626588,5.516700717616262,4.39041504767482,21.805849864162116,0.0,25.191233455703166,0.0,0.0,0.0,78.61362566258522,0.0,17.075242264380485,0.0,4.39041504767482,0.0,0.0,25.191233455703166,0.0,5.817220841045895,0.0,72.79640482153933,0.0,38.8810921285426,0.0,56.49,0.0,4.39041504767482,0.0,5.817220841045895,11.51179077268349,27.369301355859115,12.13273413692322,16.814537072068404,48.53093654769288,20.50943052055798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.95360133988145,44.379731993451884,0.0,26,0,5,0,0,0,3,2,5,5,0,6,2,0,0,0,5,4.169800000000002,97.35500000000002,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1.0,C#CCN(c1ccc(C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)cc1)C1CCc2cc3nc(CO)[nH]c(=O)c3cc21,0.4812292557869312,12.94073574092477,-0.4812292557869312,246.0,0.3257200037291046,0.3257200037291046,-1.4684500469710609,647.222742256,12.94073574092477,0.13873423617304748,614.3770000000002,647.6410000000002,0.0,1.4410470687897647,1796.6824682326287,34.24998341876803,25.063128257171563,25.063128257171563,22.40832495621244,14.657670455024306,14.657670455024306,10.965990249403196,10.965990249403196,7.853949567603195,7.853949567603195,5.517539143541828,5.517539143541828,-5.750000000000001,17150389532.289385,34.12944077372403,15.021003346000697,8.296385897560073,267.1774357631243,40.94357503917317,24.514968120808767,0.0,5.907179729351506,11.466446624403513,17.90791586385555,19.178148736287287,14.573052889090853,0.0,6.423349895620259,5.920434318855644,73.2083918858677,24.09248101223258,23.489522167141594,44.39879549972193,46.31258652932318,0.0,20.60153424990708,0.0,63.257334189512854,11.444666136763054,69.26676546298441,0.0,12.343784214475903,21.092753833915147,5.687386274683562,0.0,0.0,78.74478000802429,32.20585232372621,12.343784214475903,65.45524510094076,41.192739594841484,0.0,10.902924932081056,0.0,239.31999999999994,61.25448219121941,44.086805288953045,0.0,42.375363365661485,29.431954452616637,11.126902983393991,12.13273413692322,18.19910120538483,10.966276799312087,26.52196856876272,11.529877290460965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.66666666666666,0.34375,47,7,15,1,0,1,2,1,3,9,7,15,15,0,0,0,4,0.939900000000002,166.52979999999977,3,1,1,0,0,2,1,0,3,3,5,2,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126,10200.0,Cc1c(O)c(C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,0.507966244667516,12.68626558956916,-0.507966244667516,112.0,0.20377224100527108,0.20377224100527108,-0.3929261148904002,298.084123548,12.68626558956916,0.040162037037037246,284.182,298.29400000000004,0.0,2.3986053776419873,936.1510173963055,16.016143379015546,12.044888713375732,12.044888713375732,10.413591357920934,6.674813283750048,6.674813283750048,5.176713305296125,5.176713305296125,3.814698103775427,3.814698103775427,2.4876076048586495,2.4876076048586495,-2.9499999999999997,98064.34488499256,14.007002048058858,4.80377928733112,1.9023379544157637,125.24908626673027,19.736733121575465,34.48094285159781,0.0,5.428790391900541,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.13273413692322,31.54366002800146,11.126902983393991,5.563451491696996,19.736733121575465,10.969244356107037,0.0,0.0,0.0,13.847474399381248,0.0,51.878861828851846,0.0,28.375438483245706,5.428790391900541,0.0,17.248535499851716,0.0,15.319582184522117,0.0,13.847474399381248,11.126902983393991,39.740319390610665,0.0,22.09614733950103,0.0,90.90000000000002,5.428790391900541,20.11411936859394,0.0,39.34468283935274,11.126902983393991,0.0,25.3196343322529,19.056471336613843,0.0,0.0,4.417150937053347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.473213577097505,53.69345308956915,0.11764705882352941,22,3,5,0,0,0,2,1,3,5,3,5,1,0,0,0,3,3.1936400000000016,82.38840000000002,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,37.0,O/N=C/c1ccc(-c2ccc(O)cc2)c2sccc12,0.5079662448790319,9.34836321605216,-0.5079662448790319,94.0,0.11511842301663987,0.11511842301663987,0.2594513531869238,269.051049592,9.34836321605216,0.2594513531869238,258.23699999999997,269.32500000000005,0.0,2.2268005865076046,744.4314920885982,13.242276208189782,9.946041499670372,10.762538080598098,9.292024997884274,5.764366503216425,6.64401931447132,4.157193632422229,5.073309710257517,3.0255432364887427,3.9732374294876145,2.126826232902108,3.092752059191176,-2.3299999999999996,41466.51178931422,11.743159424148285,4.741144509635959,2.063548996782237,113.61329573183441,10.313780419617995,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.336785877934737,29.421181000596977,34.70606695924474,15.649595622630894,6.2146005795353165,10.313780419617995,27.63753058840395,0.0,0.0,5.15571272675054,0.0,0.0,53.40808374139418,0.0,16.876414816677897,0.0,0.0,5.749511833283905,11.336785877934737,16.528380999153313,0.0,0.0,5.563451491696996,53.00034497644772,0.0,21.21304711432789,0.0,52.82000000000001,0.0,5.106527394840706,0.0,5.749511833283905,0.0,26.776498606024887,6.2146005795353165,23.469520014857956,35.711898112773966,5.15571272675054,5.20725302477729,0.0,1.6471983654572937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.18613496787605,0.0,19,2,3,0,0,0,2,1,3,4,2,4,2,0,0,0,3,4.082000000000002,78.30630000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,40.97,O=C1CCC(=O)N1CCCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,0.5078224193437045,11.762341426128938,-0.5078224193437045,194.0,0.22918119401279385,0.22918119401279385,-0.4670979145280194,513.1787522039999,11.762341426128938,0.11472227402262192,486.3300000000004,513.5460000000004,0.0,1.2589595827615885,1427.4554671780413,26.225039392385707,20.683482668210907,20.683482668210907,18.47436688603576,12.729773602202089,12.729773602202089,9.559671665049096,9.559671665049096,7.119910157618246,7.119910157618246,5.294697979145692,5.294697979145692,-4.459999999999998,576968966.7238516,23.909733465577652,9.776900862605862,4.424440307740454,219.22978147481595,24.42364365108156,34.85152555416783,0.0,11.814359458703011,0.0,0.0,14.488984098994122,0.0,0.0,0.0,12.13273413692322,53.95558005546193,54.639962925077086,13.213763929025836,34.0127180192252,22.960568518841548,0.0,4.899909730850478,0.0,31.787252879452343,19.75852033493841,77.3540251597071,0.0,28.747559166419524,14.210588861400147,0.0,28.747559166419524,0.0,46.68584431417331,9.589074368143644,0.0,48.47760735454332,60.6636706846161,0.0,11.146209060138535,0.0,105.53000000000002,6.103966387748303,19.802129157825057,0.0,23.31338312527082,62.69034232649416,27.836563535229523,4.899909730850478,24.26546827384644,36.39820241076966,0.0,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33333333333333,0.26666666666666666,38,2,8,0,3,3,3,0,3,7,2,8,6,0,1,1,6,4.842700000000005,139.0165999999999,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
