name,HA,HD,mw,lp,tpsa,rb,ha
CHEMBL182134,6,1,432.307000,5.581920,75.440000,5,29
CHEMBL240392,9,4,524.625000,3.909700,120.080000,11,39
CHEMBL2164822,7,2,510.425000,3.830920,77.570000,5,35
CHEMBL208424,8,5,467.595000,3.806400,133.220000,9,33
CHEMBL400381,11,3,612.694000,5.400800,135.630000,11,46
CHEMBL395441,9,4,564.690000,3.724300,117.090000,11,42
CHEMBL540603,6,3,507.860000,3.611200,90.010000,10,31
CHEMBL391980,10,6,604.759000,3.624300,121.600000,11,45
CHEMBL2048814,8,0,481.984000,3.432700,72.720000,7,34
CHEMBL2426675,6,0,468.601000,4.306600,58.560000,5,35
CHEMBL204325,8,5,579.551000,5.208600,133.220000,9,40
CHEMBL382138,9,5,469.567000,2.819300,150.290000,9,33
CHEMBL3319228,11,2,616.169000,3.816920,129.530000,8,41
CHEMBL3319213,8,2,493.010000,3.779500,108.470000,4,32
CHEMBL359506,6,2,480.351000,6.139120,84.230000,6,33
CHEMBL2163440,17,13,784.919000,0.706100,279.890000,19,57
CHEMBL3798204,10,7,590.732000,4.677400,152.660000,11,44
CHEMBL274460,9,6,544.700000,3.521800,130.910000,12,40
CHEMBL385131,7,4,534.708000,5.428720,101.620000,11,40
CHEMBL1078700,7,5,452.580000,4.719620,113.320000,7,32
CHEMBL3319224,10,2,613.165000,4.384800,124.600000,8,41
CHEMBL252255,10,3,611.706000,6.550200,122.740000,11,46
CHEMBL1081254,6,1,453.542000,4.830200,65.640000,4,34
CHEMBL3797531,9,4,571.685000,5.167600,123.740000,11,43
CHEMBL178161,4,1,417.336000,7.112720,55.130000,6,28
CHEMBL394054,9,3,592.744000,5.152200,106.090000,12,44
CHEMBL3319402,10,2,594.159000,4.253800,120.940000,10,39
CHEMBL3319220,10,2,580.132000,3.721500,120.940000,9,38
CHEMBL558181,6,3,541.095000,5.940800,90.010000,10,39
CHEMBL204352,6,5,354.845000,3.530900,102.740000,5,25
CHEMBL3319280,8,3,480.999000,3.683300,117.260000,7,31
CHEMBL1078533,7,5,404.536000,3.647900,113.320000,10,28
CHEMBL2163475,18,13,911.081000,2.613400,288.340000,22,67
CHEMBL3581040,8,2,592.650000,5.988500,97.720000,11,44
CHEMBL223323,7,4,486.664000,5.067800,101.620000,12,36
CHEMBL392663,9,4,580.733000,4.594200,103.010000,11,43
CHEMBL278623,9,7,474.565000,1.844800,144.900000,10,35
CHEMBL1081483,6,1,439.515000,4.441700,65.640000,4,33
CHEMBL2048816,5,0,463.647000,4.998200,45.670000,7,33
CHEMBL187427,7,1,501.414000,5.869300,78.680000,8,34
CHEMBL3319408,9,2,548.090000,3.771800,111.710000,4,36
CHEMBL3319405,10,2,578.116000,3.616100,120.940000,5,38
CHEMBL1082190,7,2,413.481000,3.544700,85.090000,3,31
CHEMBL382853,9,5,490.589000,3.435400,146.110000,9,35
CHEMBL3645262,8,2,551.691000,6.267500,94.060000,12,41
CHEMBL3319275,6,2,361.810000,3.920200,80.320000,3,24
CHEMBL2164828,6,2,467.784000,3.206100,64.680000,4,30
CHEMBL3218888,9,0,483.576000,3.182700,101.860000,7,36
CHEMBL3319398,11,2,630.196000,3.794680,138.740000,8,42
CHEMBL2011889,9,2,554.647000,4.318800,108.050000,7,41
CHEMBL212046,8,5,440.507000,3.601000,129.040000,8,33
CHEMBL359714,6,2,434.323000,5.027720,78.600000,7,29
CHEMBL249638,8,4,522.653000,4.544400,110.850000,10,39
CHEMBL3319399,10,2,589.143000,3.814500,116.640000,7,39
CHEMBL207268,7,4,453.612000,4.515800,110.000000,10,32
CHEMBL2164493,6,2,447.366000,2.861120,64.680000,4,30
CHEMBL1078402,7,5,418.563000,3.688800,113.320000,9,29
CHEMBL3218884,7,0,471.605000,4.686620,65.180000,6,35
CHEMBL213703,7,5,405.502000,4.009400,116.150000,8,30
CHEMBL2163348,18,14,849.994000,0.252700,305.330000,23,62
CHEMBL203948,8,5,426.546000,2.385200,127.230000,7,30
CHEMBL2163469,10,8,503.607000,2.314400,162.130000,9,37
CHEMBL2048823,8,0,475.984000,3.235500,71.560000,5,34
CHEMBL384524,7,5,453.546000,4.596100,116.150000,9,34
CHEMBL2113322,8,4,571.729000,5.473800,103.420000,10,43
CHEMBL1081301,6,1,424.504000,4.216600,69.300000,3,32
CHEMBL203019,7,5,463.607000,4.227200,123.990000,6,33
CHEMBL391859,8,4,524.669000,4.165600,97.690000,10,39
CHEMBL279822,9,5,516.646000,2.837800,122.120000,10,38
CHEMBL365460,7,1,543.495000,6.690400,78.680000,9,37
CHEMBL374757,8,5,531.664000,5.152400,117.410000,9,40
CHEMBL2164508,6,2,461.393000,3.251220,64.680000,5,31
CHEMBL3319212,8,2,509.053000,4.417200,108.470000,9,33
CHEMBL221723,7,4,506.654000,4.730200,101.620000,10,38
CHEMBL241242,8,5,524.669000,3.930400,107.770000,12,39
CHEMBL2048822,7,0,472.618000,3.828320,66.630000,5,34
CHEMBL1079091,7,5,494.661000,5.708700,113.320000,7,35
CHEMBL204564,6,5,361.449000,3.685100,106.920000,6,27
CHEMBL180755,7,3,465.472000,2.737200,96.100000,8,33
CHEMBL361366,5,1,349.434000,4.748520,58.370000,6,26
CHEMBL2011892,4,1,510.669000,7.118600,41.570000,9,37
CHEMBL204511,6,6,363.465000,3.535800,110.080000,6,27
CHEMBL205136,8,5,364.409000,3.390700,132.990000,6,27
CHEMBL2011830,7,2,539.676000,5.815500,87.740000,8,40
CHEMBL392902,7,5,522.697000,4.482600,98.540000,11,39
CHEMBL1080735,5,1,491.513000,5.840400,56.410000,3,36
CHEMBL374920,8,5,609.778000,6.754800,117.410000,11,46
CHEMBL3581048,8,2,606.730000,6.863500,97.720000,11,46
CHEMBL2011824,9,2,570.690000,4.687200,100.210000,9,42
CHEMBL413856,8,5,469.593000,3.700200,117.410000,8,35
CHEMBL362595,6,1,443.334000,5.927000,82.160000,6,30
CHEMBL375972,8,4,536.680000,4.738800,110.850000,11,40
CHEMBL205294,7,5,451.596000,4.371300,123.990000,6,32
CHEMBL3319229,11,2,630.196000,4.125340,129.530000,8,42
CHEMBL3586023,9,2,525.609000,4.471900,99.530000,9,39
CHEMBL422461,14,9,634.775000,-0.445600,232.040000,22,45
CHEMBL2164501,6,2,516.256000,4.249600,64.680000,4,32
CHEMBL182542,6,2,462.377000,5.671800,78.600000,9,31
CHEMBL3218645,4,0,486.059000,6.812720,38.130000,5,35
CHEMBL2163453,18,12,859.005000,1.997200,278.110000,19,63
CHEMBL2170691,16,12,956.202000,3.884600,273.490000,27,70
CHEMBL401468,7,2,554.698000,5.998600,88.490000,11,42
CHEMBL377514,9,6,558.708000,4.189440,153.090000,10,40
